"Name","Position","Team","Bye Week","Rank","Points","Risk","Upside","ADP","Tier","Outlook","Dynasty","Markers"
"Jalen Nailor","WR","LV","6","69","87.1","4.9","3.9","18.10","11","Nailor was a solid WR3 on the Vikings, catching 10 TDs over the last two seasons. He parlayed his limited success into a multi-year deal to be a starting WR in Las Vegas. If opportunity is your thing, Nailor has an opportunity (opposite Brock Bowers) to see a 20% target share because, well, someone has to! We preach chasing talent over opportunity at the WR position, but Nailor’s draft cost suggests he is worth a flier and bench stash to start the season.","He likely will be a volatile fantasy performer attached to a rookie QB, but it is nice to see the former sixth-round pick secure a bag. He signed a three-year deal worth up to $35 million and moved about five seats up on the bus from “end of bench stash” to “maybe I can FLEX him” territory.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Christian Kirk","WR","SF","6","70","86.2","5.2","3.6","20.01","11","A journeyman of sorts, Kirk lands with his fourth team, entering his ninth season in the league. He has given us two usable fantasy seasons before, and TBH, what’s not to say he becomes the WR1 in San Francisco in a matter of weeks due to their injury luck? Just kidding. Or am I…Just be ready to head to your waiver wire if this happens, but otherwise, he shouldn’t be on your redraft radar.","The man is almost 30 and on a one-year deal in San Francisco. If you are lucky, he might have a good matchup on a week you need a bye week fill-in.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ryan Flournoy","WR","DAL","10","71","86.0","4.3","4.8","19.01","11","The clear WR3 behind CeeDee Lamb and George Pickens, Flournoy had 11 receptions for 158 yards last season in the three games that Lamb missed. He only gets a second look if Lamb and or Pickens are injured.","May I offer you an almost 27-year-old WR, drafted in the sixth round, entering his third season, who is yet to break out? No?","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"DeMario Douglas","WR","NE","14","72","84.0","4.8","4.1","","11","Good old DeMario “Pop” Douglas never really popped (see what I did there?) and will be at the bottom of a depth chart led by AJ Brown. With 80% of his routes coming in the slot, he is a bit part player on a depth chart that has bypassed him.","Sure, he will have a random big week, but any chance that he could materialize as a solid starter for dynasty has disappeared.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Adonai Mitchell","WR","NYJ","9","73","82.6","4.6","4.5","15.05","11","AD Mitchell has always had that tantalizing upside, but he is entering Year 3 in the NFL, and it still remains to be seen if he can play as an every-down complete NFL WR. After being sent to New York via trade last year, Mitchell popped up for some big games down the stretch without Garrett Wilson, but in classic AD fashion, he disappeared for weeks at a time. He will now have a full offseason in the system, so perhaps he can put it all together in 2026. Unfortunately, the target competition is now pretty difficult with Wilson healthy, Breece Hall in the backfield, and the Jets double-dipping in the first round of the NFL Draft with Kenyon Sadiq and Omar Cooper Jr. You do not need to be drafting AD in your redraft leagues, but if Wilson misses time again, he could be a plug-and-play option off the waiver wire.","Mitchell’s slowly entering “You can’t cut that guy” territory. Basically, he is good enough to be on your dynasty squad, and you can always talk yourself into holding him with the hopes he develops, but you know the odds are stacked against him after two lackluster years in the league. Through two seasons, he is averaging just 3.9 targets per game and is already on his second team. Historically, that is not a recipe for long-term success in dynasty land.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ted Hurst","WR","TB","","74","81.9","5.3","4.3","18.09","11","Tampa took Hurst in the third round of the NFL Draft as he was one of the biggest risers throughout the pre-draft process. Keep expectations in check for Year 1, however. Even though Mike Evans is gone, Egbuka and Godwin are still here, and Jalen McMillan has been productive whenever he has been healthy. Throw in the fact that the Bucs brought in one of the league’s top pass-catching backs in Kenny Gainwell, and it is really tough to see many targets in Year 1 for Hurst. Know the name just in case someone in the Bucs’ WR room gets banged up this year.","The Bucs have done a nice job of setting up their WR room for life after Evans and Godwin. They selected Egbuka last year, hit on Jalen McMillan the year prior, and now have Ted Hurst waiting in the wings. Obviously, Evans is gone, and this could be the final year of Godwin in Tampa. The opportunity opens up in 2027, but we are not expecting much production in Year 1. He is a solid end-of-bench stash.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Darnell Mooney","WR","NYG","5","75","81.6","4.8","3.8","18.06","11","Mooney was never more than a WR2/3 you could use in great matchups, and now he heads to New York to be pretty much the same thing for the Giants. If Malik Nabers is not ready to go at the start of the season, there is a world where he could stand a chance, target-wise, battling with Darius Slayton and Calvin Austin. Monitor training camp and Nabers, but do not expect the moon and stars.","It is a one year deal for the almost 29 year old Mooney in New York. Nabers will eventually return, and with it, poof goes Mooney’s value in dynasty.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jalen McMillan","WR","TB","9","76","81.6","3.5","4.0","15.07","11","McMillan missed the first half of the year because of a serious neck injury, but when he returned, he did have a role on this team. Now with Evans gone, McMillan is entrenched as the WR3 to start the season. For now, he is probably not on the radar in drafts, but he will be a plug-and-play option off the waiver wire should Godwin or Egbuka get injured.","McMillan might be one of the sneakier trade-for candidates in dynasty right now. His name doesn’t carry a ton of weight, yet whenever he has been on the field, he has been able to produce. Chris Godwin and Emeka Egbuka will probably be atop the pecking order this season, but Godwin’s contract has an out after the 2026 season. It is not impossible that McMillan and Egbuka are running as the top WRs in this Bucs offense as early as 2027, assuming McMillan can hold off this year’s third-round pick, Ted Hurst.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tre' Harris","WR","LAC","12","77","79.0","4.3","5.1","16.09","11","The second-round pick appeared in all 17 games as a rookie but saw just a 7% target share as an afterthought in the offense. In fact, Harris failed to finish inside the top-36 WRs in a single week. His value to the Chargers might be more important to real-life football than fantasy, as this team has multiple other options commanding targets ahead of him. If Ladd McConkey or Quentin Johnston were to miss time, we would be interested in adding Harris as a speculative waiver wire add.","It is no surprise that Cleveland Joseph Harris III was a Ballers favorite after he was taken 55th(!) overall following an unreal final season at Ole Miss. After a mostly forgetful rookie campaign, consider him dynasty bench material with a tough path forward for fantasy relevance.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jack Bech","WR","LV","8","78","78.7","4.6","5.2","19.11","11","The Bech hive was down bad last year after the Raiders took him in the second round of the NFL Draft, and he totaled just 20 receptions on the season.  He absolutely whiffed as a rookie with numbers so poor (37% snaps, 1.26 YPRR) you would bury your head in the sand if you ever publicly championed him. The Vegas WR room is begging for someone to step up alongside Brock Bowers, so perhaps he can see a jump in usage and target share in Year 2. We are rooting for Bech to make an impact, but he is nothing more than a late-round lottery ticket in redraft leagues.","A dynasty favorite of ours, never let the government suppress the fact that Bech (as a freshman TE/WR) led the 2021 LSU Tigers in receptions ahead of Malik Nabers and Brian Thomas Jr. He is holding a spot at the end of dynasty benches as 2026 feels like a make-or-break year.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Isaac TeSlaa","WR","DET","8","79","78.3","7.8","6.3","17.02","11","Credit to TeSlaa. He got his own drop on the show and he scored six TDs despite seeing only 27 targets on the year. I mean, the guy knows how to score! Unfortunately, that TD rate is highly unsustainable, and he won’t see any volume with Amon-Ra, Jamo, and LaPorta all healthy.","The Lions drafted TeSlaa way higher than anyone predicted a season ago, and after one year, that looks a bit silly considering his 0.81 YPRR (woof!). He is clearly just a role player, and the fact that both Amon-Ra and Jamo are signed for multiple years caps the possibility of TeSlaa turning into a fantasy star.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Denzel Boston","WR","CLE","","80","77.3","4.7","4.9","14.06","11","Entering the 2026 season, it is possible Boston is playing behind Jerry Jeudy and KC Concepcion to start the season. For now, we view him as a name to monitor throughout the early part of the year rather than a priority redraft target. Perhaps he can come on late in the year to provide some late-season rookie upside.","Many thought Big Denzel was going in the first round of the NFL Draft, but he slipped to the early part of Round 2. He will have a role as that true X receiver for the Browns, but with KC Concepcion joining the team at the same time as the more exciting prospect, Boston’s fantasy upside is probably capped until the Browns get the QB position solved.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Darius Slayton","WR","NYG","14","81","77.1","4.9","3.9","","11","If you would have told us Darius Slayton was still a Giant after all these years, we would have called you a liar. The team seemed to want to move on for years, and then finally paid him only to draft Malachi Fields and sign Darnell Mooney who do the exact same thing he does - stretch the field. If this were a Facebook relationship, we would give it the “It’s complicated” label. Expect Slayton to be on the field early in the year as Malik Nabers is eased in off his ACL surgery.","Slayton is kind of the worst type of player for dynasty leagues. He is just good enough that you can talk yourself into rostering him, yet you are not actually going to start him on a consistent basis. If you look up “Roster clogger” in the dictionary, you will see Mr. Slayton’s picture.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Troy Franklin","WR","DEN","12","82","77.0","2.3","2.0","15.12","11","Heyyyyy, it’s Franklin. If just that drop is all we ever get from Franklin in this silly game we play, we will take it. Unfortunately, that might be the case after the Broncos took Pat Bryant on Day 2 last year, then traded for Jaylen Waddle this offseason. We expect him to be part of Sean Payton’s never-ending WR committee. Aside from injuries to Sutton and Waddle, we can’t recommend putting our beloved Troy into your fantasy lineup at this time.","Franklin’s short-term dynasty hopes went straight into the commode when Denver sent the 30th overall pick to Miami for Jaylen Waddle. In deep leagues, you can stash him, as he quietly earned over 100 targets in his second season for an 18% share.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Caleb Douglas","WR","MIA","","83","74.2","5.3","4.4","","11","The Dolphins entered the NFL Draft with easily the weakest WR depth chart in the league. No offense, Caleb, but this selection in the NFL Draft did very little to change that. Douglas was overdrafted based on consensus big boards and, analytically, was a pretty weak prospect. Still, if you are in a deeper league, you should at least know the name, as the opportunity to see the field as a rookie is there. If you want to have a little giggle, just go look at the Dolphins’ depth chart.","We wish there was something…anything we could say to make you feel like you have found the next dynasty sleeper in Caleb Douglas. We can’t. He had a 23rd percentile first downs per route run rate and a 28th percentile yards per route run rate coming out of Texas Tech, and while the landing spot is intriguing given the depth chart, we are not sure he’s talented enough to capitalize.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jalen Tolbert","WR","MIA","10","84","74.0","4.4","3.1","","11","Former Cowboys legend, Jalen Tolbert, is now in Miami in what is probably the weirdest WR room we have ever seen. It is a mix of fringe NFL caliber wide outs and rookies. Shoot, Tolbert could be the WR1 or WR5! It’s a complete guessing game as to how these targets are going to be distributed in Miami.","The Dolphins signed Tolbert to a cheap one-year deal after he was relegated to the WR4 role in Dallas a year ago. Like a dingleberry, he is barely hanging on in the NFL.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kayshon Boutte","WR","NE","14","85","73.8","4.1","5.4","15.05","11","Boutte actually had a few startable weeks in 2025 (four weeks in the top 20), but let’s be honest, you never knew when those weeks were, and you definitely never had underpants strong enough in your closet to make it worthwhile. Add in AJ Brown and Romeo Doubs to the mix and they do not even make underpants powerful enough.","Still only 24 years old, but currently not attending voluntary workouts with the Patriots, Boutte might not spend 2026 with New England. There are trade rumors out there, and he is worth holding onto on your bench, at least long enough to see if he lands in a spot where he could find more usage.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tyquan Thornton","WR","KC","10","86","73.6","4.8","3.3","","11","Tyquan can fill a role for the Chiefs as a situational deep threat, but we cannot imagine a world where he is a consistent starter in your lineup.","Thornton is back in KC on a two-year deal worth $11 million. Honestly, good for you, dude! Things looked rough in New England, but he seems to have settled in nicely as KC’s field stretcher. With Rashee Rice in the news yet again and Xavier Worthy a bit of a question mark long term, there are probably worse stashes in deep leagues.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tory Horton","WR","SEA","8","87","73.5","5.1","4.0","19.02","11","Horton got some buzz in camp last summer but ultimately missed the majority of the season because of a shin injury. After the team traded for Rashid Shaheed and then signed him to a new deal in free agency, Horton is just a part-time role player for the Super Bowl champs.","Cooper Kupp is now 33 years old, and Horton was an interesting prospect coming out of Colorado State. The last time we saw him on a field, he put up 4/48/2 in Week 9 against the Commanders before groin and shin injuries cut his rookie season short. Don’t bail just yet!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Treylon Burks","WR","WAS","12","88","69.8","5.7","3.6","","11","You know what’s crazy? There is a world that exists where Treylon Burks is the WR2 for the Commanders in 2026. There are rumors of a Brandon Aiyuk trade or a Stefon Diggs signing, but right now, behind Terry, it is a completely barren depth chart. You don’t need to draft him, but he is worth monitoring in training camp if you play in a deep league.","What a wild ride it’s been for Treylon. From first-round bust to potentially saving his career with Washington, we are rooting for ya, Mr. Burks! Unfortunately, that doesn’t mean he will have any life in dynasty. At this point, just sticking around the league for a few more years would be considered a huge win.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Devaughn Vele","WR","NO","11","89","69.1","4.8","4.3","19.11","11","Vele goes from WR2 on the depth chart to WR3 after the Saints took Jordyn Tyson with the eighth overall pick. He is not on the radar for fantasy unless Olave and/or Tyson miss time. Honestly, given their injury histories, it’s not crazy to think we could be streaming this guy off the waiver wire a couple of times throughout the season.","If you recall, Vele entered the league as an older prospect. Now entering his third season in the league, he is already 28 years old! In other words, he’s already leaving his prime. Not great, Bob!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Chris Bell","WR","MIA","","90","68.7","5.7","4.6","19.05","11","Bell was viewed in league circles as a fringe first-round NFL Draft pick before tearing his ACL in 2025. Because of the injury, he fell to the third round and landed in an intriguing spot. Unfortunately, because of the ACL recovery, we are not expecting Bell to be 100% in training camp, which, for a rookie, is not ideal when you are trying to learn the ropes of the NFL. Look for him to be more of a factor late in the season and in 2027.","If it weren’t for the ACL injury, Bell would be higher in our rookie rankings and our dynasty rankings. He is the perfect type of prospect to hold if you are in a rebuild, as it could be a slow Year 1 off the injury. Moving forward into 2027, Bell could easily emerge as a top option for this team. Stash him on your taxi squad or at the end of your bench.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Rashod Bateman","WR","BAL","7","91","68.6","4.5","4.2","19.05","11","When you are in the last round of your draft, shoot for the moon. Shoot for a guy who hasn’t done it yet in the hopes you find a diamond in the rough. Through five years, Bateman has yet to clear nine fantasy points per game. We will be happy to snag him off the waiver wire in the event of a Zay Flowers injury, but we would prefer to take some swings on younger rookies or insurance RBs late in drafts.","Somehow, Bateman keeps getting money from the Ravens. He has now signed multiple extensions, yet it has never happened for fantasy. He provides more value to the team for his ability to stretch the field, but at this point, the ship has sailed in dynasty land.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Andrei Iosivas","WR","CIN","10","92","67.3","3.7","3.9","","11","“Yoshi” is just running around out there having a great time as the WR3 behind Ja’Marr Chase and Tee Higgins. He is good enough to stick around the league and keep his role, yet he’s not going to steal targets from Chase and Higgins. So long as both studs are healthy, Andrei should remain on the waiver wire.","Over the last two seasons, Iosivas has averaged less than 30 receiving yards per game. It ain’t happening, buddy!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Elic Ayomanor","WR","TEN","10","93","66.4","4.7","4.1","17.03","11","Ayomanor was fine as a perimeter WR last year, but clearly the new regime is ready to relegate the former Stanford Cardinal to a role player after signing Wan’Dale in free agency then selecting Carnell Tate inside the top-five of the NFL Draft. For now, he is not on the radar for redraft leagues.","Unfortunately, fourth-round NFL picks don’t usually carry much long-term value in dynasty unless they are outliers. “Epic” Ayomanor was fine as a rookie (511 yards, four TDs), but he is likely to be a secondary pass catcher in Tennessee, relegating him to a bench stash in dynasty with the hopes that he can make his way onto the field in 3WR sets over Calvin Ridley.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kyle Williams","WR","NE","14","94","66.0","5.0","5.7","18.08","11","The 3rd round pick was barely involved as a rookie and now with the arrival of A.J. Brown and Romeo Doubs, he looks very unlikely to be a fantasy asset in 2026. Sorry Williams truthers but a 4% target share as a rookie is not going to get it done.","We kind of liked Williams as a fun prospect last year, but as things go in dynasty land, there are way more misses than hits. Unless Williams does a 180 in Year 2, it is bleak, folks. He caught just 10 passes as a rookie despite appearing in all 17 games. Ew.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Pat Bryant","WR","DEN","12","95","65.7","2.3","3.0","15.12","11","Bryant did very little early in the season, but as the year went on, he started to pop as the team scaled back Troy Franklin’s role. Unfortunately, a concussion and hamstring injury limited his production late in the year, so entering Year 2, there are still question marks on Bryant as a player. He will have a role, but it is highly unlikely to be fantasy relevant now that Jaylen Waddle is on this roster. Consider him a potential waiver wire pickup if Waddle and/or Sutton miss time.","Bryant’s dynasty value took a huge hit when the Broncos sent a first round pick for Jaylen Waddle. He’s a fun prospect who flashed at times as a rookie, so we would like to stash him if possible; It just might take a year or two for him to get a full-time role after Courtland Sutton ages out.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Mack Hollins","WR","NE","14","96","65.2","5.3","3.4","","11","If your league awards points for aura, Mack Daddy is the 1.01. The shoeless wonder is a weekly must-see for his interesting stadium entrances. He was a solid player for New England on their Super Bowl run a year ago, but with AJ Brown joining the squad, he is not on the radar for fantasy.","We are huge fans of Hollins’ Instagram account, where he shares all sorts of useful info for everyday tasks labeled #MackHacks. Oh, you came here for his dynasty value? It does not exist. But seriously, give the guy a follow on IG, and thank us later.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jahan Dotson","WR","ATL","9","97","60.7","3.5","2.5","","11","Super Bowl champion and Eagles legend, Jahan Dotson, is now in Atlanta after signing a two-year deal in free agency. Behind Drake London, this WR room is full of some #NastyBoys, and Dotson might be the nastiest of them all. THE cardio king, Dotson has averaged an embarrasingly low 0.63 yards per route run over the last two seasons. It’s hard to put into words how bad that is…","If you are still holding Jahan Dotson in your dynasty league, it is time. Set him free and never look back!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Chimere Dike","WR","TEN","10","98","60.7","5.1","3.7","16.03","11","Dike provided a ton of value for the Titans, especially in the return game. In fact, the guy set the NFL rookie record for the most all-purpose yards in a single season with 2,427 scrimmage yards in 2025. He is electric in the return game, and that is probably where he will shine as Carnell Tate, Wan’Dale Robinson, and Calvin Ridley run the most routes. He is not fantasy relevant right now, but if one of the WRs goes down to injury, we at least know he can play.","Dike is a dart throw/end-of-bench stash in dynasty formats. Obviously, his outlook is capped with Carnell Tate going fourth overall and Wan’Dale signing that big contract in free agency. Perhaps he can carve out the WR3 role over time.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Zachariah Branch","WR","ATL","","99","57.8","4.3","5.2","17.06","11","We know Drake London is the dude here in Atlanta, but behind him, this depth chart is wide open. The Falcons used the 79th overall pick on the former Georgia Bulldog, so he has a realistic opportunity to see the field as a rookie. Electric in the return game and dangerous with the ball in his hands, Branch was used primarily in the screen game and on manufactured touches in college. He is going to have to develop in the NFL to be a factor for fantasy, but perhaps he can be a late-season riser.","If Branch is going to work for fantasy in the long run, he is going to have to be an outlier. He is an undersized speed WR, and 45% of his career targets in college came behind the line of scrimmage, with over 35% of his career yards coming via screens. Yikes! This is the exact type of profile that has burned dynasty players in the past, but when you look at the state of this depth chart behind Drake London, you can squint and see a path. We consider him a dart-throw type of stash in dynasty formats.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Xavier Legette","WR","CAR","14","100","56.9","4.7","4.2","","11","Legette lost his WR2 job last year to Jalen Coker, and we are projecting that to stick in 2026. Tetairoa McMillan should dominate the target share here, and Coker is a fine WR2 option for the team. Call us crazy, but we are not drafting Bryce Young’s WR3, especially after he saw four or fewer targets in eight of his final 10 games to close 2025.","This man’s accent is fun, and he is a good time. That is about where the positives end for Legette’s dynasty outlook. Through two seasons, he is averaging 1.11 YPRR. I think we all know where this is headed…","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Dontayvion Wicks","WR","PHI","5","101","54.9","5.3","3.3","","11","The Eagles traded for Dontayvion Wicks and immediately signed him to a one-year extension as he has some familiarity with new OC Sean Mannion, who comes over from Green Bay. We ultimately expect him to be mixing in with Hollywood Brown on the perimeter, but unless Jalen Hurts all of a sudden becomes a prolific passer, Wicks isn’t likely to be a meaningful fantasy contributor behind Smitty and Makai Lemon.","Wicks has always flashed target-earning potential (and drops), and he is just 24 years old. You could probably throw him in your starting lineup should DeVonta Smith or Makai Lemon miss some time, so if you are in a deeper league, you could certainly keep him on the end of your bench. Philly signed him to a one-year extension worth $12.5 million after trading for him earlier this spring.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jaylin Noel","WR","HOU","6","102","54.5","4.2","3.5","18.01","11","Houston double-dipped in the 2025 NFL Draft on Day 2, taking both Iowa State WR prospects. They grabbed Jayden Higgins in Round 2 and Noel in Round 3, and neither guy really stepped up for fantasy on a consistent basis. Noel was stuck behind Christian Kirk for the slot role last year, but with Kirk gone, he has a chance to win that slot role.","Noel is a fine stash right now until we see if he can make a jump in Year 2. It is a small sample size, but the efficiency marks aren’t terrible (1.50 YPRR, 8.3 YPT) for a former Day 2 pick.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Marvin Mims Jr.","WR","DEN","12","103","54.1","2.7","1.7","18.05","11","This guy is so fun to watch when he is making an explosive play, but through three years, he has played just 32% of the snaps. Darn you, Sean Payton! You tricked us thrice into thinking he could actually be something! We know now, he is pretty much just their kick returner.","Mims will always be remembered in dynasty formats on the promise of “Sean Payton traded up in the second round to draft this guy.” Sadly, he’s just a part-time player who will never have any real value. Oh, what could have been!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tez Johnson","WR","TB","9","104","53.7","4.6","3.6","","11","Tiny Tez! This guy flashed when his number was called in 2025, as Mike Evans and Chris Godwin missed a bunch of time last season. Unfortunately, unless you are an outlier, former seventh-round picks who weigh 165 pounds don’t usually go on to be fantasy stars. Tampa probably views him as a depth piece behind Egbuka, Godwin, McMillan, and Ted Hurst.","Tez Johnson actually had a really solid production profile coming out of Oregon, and you saw in his rookie year that he belongs in the league. That doesn’t necessarily mean he is worth a roster spot in dynasty, as he is buried on the depth chart.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ja'Kobi Lane","WR","BAL","","105","52.2","4.7","5.0","16.12","11","Lane saw a bunch of contested catches at USC, which is interesting considering his slender build. Expect him to start the season behind Flowers and Rashod Bateman in a part-time role with the chance to develop over the course of his rookie season. For now, he is not worth looking at in fantasy drafts.","The production profile for Lane is pretty underwhelming, but he is an early declare prospect who played next to Makai Lemon at USC, so we will leave the light on for him in dynasty formats as a stash. This is a new coaching staff, and Rashod Bateman hasn’t exactly been a prolific weapon for the team in recent years. If he surprises as a rookie, there is a path, but it’s a pretty thin bet.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Malachi Fields","WR","NYG","","106","51.8","5.4","3.7","20.02","11","The Giants traded multiple picks to land Notre Dame’s Malachi Fields, so the new staff likely has a role in mind for him. At 6’5” and 218 pounds, he is a true X receiver. Unfortunately, for fantasy, Fields looks like a guy who is more likely to help the Giants than help our fantasy teams, as he is a pretty weak prospect coming out of Notre Dame. We know Malik Nabers is the alpha when healthy, and the team paid big money to Isaiah Likely in free agency. We would be surprised if he is able to generate enough volume to matter for fantasy, but he could have some TD upside in the right matchups thanks to his power forward frame.","Analytically, Fields doesn’t have a lot going for him in terms of numbers. He is an older prospect who specializes as a field stretcher and contested catch target. Generally speaking, those profiles haven’t really hit for dynasty, but with Wan’Dale Robinson gone and Darius Slayton likely not around for much longer, the landing spot says we need to keep the light on over the next 1-2 years, as he could be the second option across from Malik Nabers.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Elijah Sarratt","WR","BAL","","107","50.9","4.5","4.3","19.03","11","There are talks of Sarratt moving into the ‘Big Slot’ role in Year 1 in Baltimore, which is kind of intriguing in deep formats. Sarratt is a ball winner who was frequently used in the red zone in college, giving him life as a contributor right away as a rookie in Baltimore. That said, we expect Flowers and Bateman to open the season as the top WRs on the depth chart, and the Ravens have never had a high pass rate in the Lamar Jackson era, so the path for fantasy is pretty thin out of the gate. He is not on the radar right now as a redraft target, but know the name for the waiver wire in the event Flowers or Bateman miss time due to injury.","Baltimore double-dipped in the NFL Draft, taking Ja’Kobi Lane in Round 3, then Sarratt in Round 4. Even though the Ravens took Lane first, you could argue Sarratt is the better prospect for the game we play. Not only did he catch 15 TDs for the National Champion Hoosiers, but he also had a 2.56 career yards per route run rate and was second in the entire class behind only Makai Lemon in first downs per route run.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Xavier Hutchinson","WR","HOU","6","108","50.5","4.1","2.6","","11","We all assumed last year’s rookies, Jayden Higgins and Jaylin Noel, would steal playing time from boring vets like Xavier Hutchinson, but he was able to keep his role all season, playing 58% of the snaps. Unfortunately, he is not an efficient player and has averaged less than 13 receiving yards per game in his career (Hey, don’t laugh). He could mix in for snaps again this season, but that does not mean he will be fantasy viable.","Hutchinson is entering the final year of his rookie deal with Houston, so he will likely be looking for work on the open market next season as the Texans look to Jayden Higgins and Jaylin Noel (and maybe Tank Dell?) as their future depth pieces behind Nico Collins.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"De'Zhaun Stribling","WR","SF","","109","50.1","7.8","5.2","21.05","11","The Niners shocked everyone by taking De’Zhaun Stribling 33rd overall in the NFL Draft. He was projected by most as a Day 2 guy, but no one saw this coming. It suggests they have a plan for him, but as long as Mike Evans and Ricky Pearsall are healthy (which is no sure thing), Stribling figures to be more of a role player in Year 1.","From a dynasty outlook, the draft capital here is doing A LOT of the heavy lifting. Analytically, Stribling is a pretty weak prospect. He is already 23 years old after playing five collegiate seasons, and in those five years, he cleared 850 receiving yards just once. One area where he does excel is after the catch, which is usually what the 49ers look for in their WRs. He is also good in the blocking game…sure sounds like a Kyle Shanahan receiver, doesn’t it? All in all, we are not expecting much in Year 1, and analytically, it is an uphill battle for this to work. That said, if ever there was a scheme to get the most out of Stribling, it’s this one in San Fran.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Chris Brazzell II","WR","CAR","","110","49.8","6.1","5.1","19.04","11","At 6’4” and 198 pounds, Brazzell has the prototypical perimeter deep threat build. He will likely compete with Xavier Legette for playing time as a rookie and be a part-time contributor. After all, are we really that excited about the third or fourth option in a Bryce Young offense? No offense, Bryce!","It is always tough to project these Tennessee WRs from college to the pros, so we see a wide range of outcomes for Brazzell. He is a tall, rangy perimeter player who can win down the field, but he likely needs to develop more of a refined skillset to make it in the league. He is a fine stash, but we are not overly excited about it.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
