"Name","Position","Team","Bye Week","Rank","Points","Risk","Upside","ADP","Tier","Outlook","Dynasty","Markers"
"RJ Harvey","RB","DEN","12","34","137.3","6.2","5.5","5.03","9","It was a slow start for the second-round rookie as he averaged just 8.5 opportunities per game behind J.K. Dobbins through the first ten weeks of the season. However, after Dobbins went down with yet another season-ending injury, Harvey averaged 18.4 opportunities, 17 fantasy points per game, and finished the season with 12 total TDs. Those scores might be propping him up in fantasy managers’ minds despite the fact that his efficiency marks were less than stellar as a runner. Sean Payton seems committed to a RB committee, bringing back J.K. Dobbins while adding fourth- round pick Jonah Coleman. Harvey is in FLEX territory, but he might be maddening as a start/sit decision every week.","Harvey’s value was a roller coaster this off-season after Denver’s 14-win season, his second-half performance, and then the re-signing of J.K. Dobbins. He did see 58 targets (tied for the fifth most among Day 2 RBs over the last decade), giving you hope that his value will hold in full PPR leagues. Nevertheless, he likely saw his value peak already in dynasty.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jordan Mason","RB","MIN","6","35","137.0","4.0","6.4","12.01","9","Mason continues to show he belongs in the NFL, averaging 5.1 yards per carry since coming into the league in 2022. For context, only De’Von Achane (5.6) and Jahmyr Gibbs (5.3) are higher in that span. After averaging 16 opportunities per game through the first six games, he eventually fell behind Aaron Jones Sr. in the RB rotation down the stretch in a lost season for the Vikings. Mason is older than you might realize (27 years old), but is only an injury away from being an every-down workhorse.","Mason is a fun dynasty story to share as savvy managers read the tea leaves of the last few years and hopefully recouped value as a startable RB2/FLEX when needed. Signed in free agency last year, Mason has one more year on his deal before the void years kick in. He carries a number of rushing yardage incentives (800/900/1,000 yards) in his contract that could come into play down the stretch.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"J.K. Dobbins","RB","DEN","12","36","135.1","7.5","6.2","9.01","9","Poor J.K… can this guy catch a break? Through the first ten weeks of the season, he was the RB18, averaging 16.7 opportunities per game ahead of the more hyped RJ Harvey. An unfortunate “hip-drop” tackle ended his season yet again, as he now has appeared in just 38% of possible games over the last five years. He signed a two-year deal worth up to $20 million to run it back with the Broncos. While we still expect Harvey to see high-value looks in the pass game, Dobbins should have FLEX-worthy weeks in the right matchup while running behind one of the best offensive lines in football.","Dobbins keeps picking up “extra lives,” proving these last two years that he can still contribute as a fantasy RB2 in a timeshare. He is a hold in dynasty, knowing the sun will be setting soon for a player plagued with injuries.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Rachaad White","RB","WAS","9","37","133.6","4.6","5.6","13.03","9","'Dick White,' as he's known around TFFB HQ, is going to be donning new colors in 2026 after spending the first four years of his career in Tampa. White was the guy a couple of seasons ago, but he was relegated to a change-of-pace option with the emergence of the more efficient Bucky Irving and Sean Tucker over the last two years. For context, his opportunities per game have declined from 20.1 to 12.6 to 10.4 over the last three seasons. We know his place as a pass-catcher, and he might be going overlooked in drafts despite our projections having him as a FLEX option.","Already 27 years old, White gets a short-term deal (one-year, $2 million) to join a committee in Washington where he can specialize as a pass catcher and in pass protection while playing with his former college QB, Jayden Daniels. This is nothing more than a one-year experiment.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kenneth Gainwell","RB","TB","5","38","128.4","4.4","4.6","10.02","9","It pays to be in Aaron Rodgers' inner circle, just ask Kenny G! He signed a one-year deal last off-season after spending the first part of his career in Philly as a third-down back and kick returner. Of course, most of us were not expecting much from Gainwell given his track record and the minimal investment, but goodness gracious, he was a force in PPR formats thanks to his team-leading 73 receptions. The only backs with more catches? CMC, Bijan, and Jahmyr Gibbs. He is a valuable commodity as a FLEX option, especially if Bucky Irving fails to regain his rookie-year form.","The Buccaneers signed Gainwell to a two-year deal to mix in with Irving. He will never be a workhorse in the league, but he offers an NFL franchise a valuable skill set as a pass catcher out of the backfield. Consider him a hold in dynasty and an RB who will have start-worthy weeks in 2026.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Blake Corum","RB","LAR","8","39","128.1","4.6","6.8","8.03","9","The Rams finally did it. They lessened the workload on Kyren Williams in 2025 after hinting at it for a couple of seasons. In 2024, when Corum was a rookie, he wasn’t a factor at all. However, in his sophomore campaign, he siphoned off 159 total opportunities for a 35% share of the carries. Kyren is obviously the lead back in this offense, but it is entirely possible Corum pushes that number closer to the 40 - 45% mark. If he does, he could have standalone value as a weekly FLEX play. Of course, should Kyren go down, Corum would project as a no-brainer weekly RB1, so he is also one of fantasy’s most valuable insurance policies while playing for one of the best offenses in the league.","Corum has two more years on his rookie deal after being a third-round pick in 2024. Unfortunately, as long as Kyren is on the roster, his value will be capped as a solid depth piece. Williams signed a three-year extension not that long ago, so he is under contract through 2028.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Aaron Jones Sr.","RB","MIN","6","40","125.9","4.3","5.3","9.11","9","After averaging 4.9 yards per carry for the first eight seasons of his career, Aaron Jones finally hit a wall in Year 9, setting career lows in yards per carry (4.2), rushing TDs (2), and yards after contact per attempt (2.67). He remains under contract for one more year in Minnesota, sharing the backfield with Jordan Mason. The Vikings begin the season with a rough three-week stretch (GB, @ CHI, @ TB) before things open up. We have him ranked as a low-end FLEX option with unknowns at the QB and betting that the wheels finally fall off of his insanely efficient career on a per-touch basis.","Jones is hitting that RB age cliff (31 years old) and only has one more year on his deal. You likely will get nothing of value in a trade, so we recommend holding in hopes he bounces back in the TD department and the Minnesota offense returns to its norm with Kyler Murray under center.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tyrone Tracy Jr.","RB","NYG","14","41","122.0","4.6","5.4","11.11","9","The former college WR was a nice story as a fifth-round pick in 2024 who certainly asserted himself as the most effective RB on a bad Giants team. Fast forward a year, and he was usurped by Cam Skattebo before his season-ending injury. From Week 7 on, Tracy saw a respectable 16.7 opportunities per game and averaged 80+ yards per game. He certainly is capable of being a fantasy-friendly asset thanks to his pass-catching abilities, but we project him to firmly be the RB2 behind Skattebo. In the later rounds of your drafts, we do not mind adding Tracy to your bench if you think they lean on him at the beginning of the year as Skatt ramps up.","A tale as old as time: young RB drafted on Day 3 has a hot streak, and then dynasty managers elevate him higher than they should. Tracy was a nice story for the woeful 2024 Giants, but it is clear he was never the long-term answer for this roster or in dynasty. RBs with this type of investment at the NFL level are expendable and easily replaced.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tyjae Spears","RB","TEN","10","42","117.9","4.6","4.7","13.02","9","The 25-year-old enters the final year of his rookie contract stuck in no man’s land for fantasy. Tony Pollard eats up the majority of early down work, and the Titans offense routinely fails to convert long drives. In fact, Tennessee was tied or trailing on 84% of their offensive snaps in 2025, with only the Jets and Saints being worse. You would think that would translate to sweet, sweet Spears garbage time production, but the Titans RB totaled just 14 fantasy points as a third-down receiver all year long. In the deepest of PPR leagues, he makes sense as a bench stash, but he could face more competition for touches with fifth-rounder Nicholas Singleton.","Spears is still there for one more year as the change of pace back. His degenerative knee injury was discussed when he was drafted coming out of Tulane, and now you are seeing him slowly fade into being a typical bench RB, whom you never quite know when to start.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Chris Rodriguez Jr.","RB","JAX","12","43","114.9","5.1","5.2","14.11","9","CROD! The former Commanders RB quietly ranked fourth among all qualifying RBs in rush success rate and trailed only Bijan Robinson in yards after contact per attempt last season. If you want to connect a few dots, he played his college ball at Kentucky, where Liam Coen was the OC; in that season, he logged 238 touches as the lead ball carrier. He hasn't really done much in the NFL thus far, but the familiarity in Coen's system at least adds some threat to Bhayshul Tuten's early-down role in 2026. Consider him a solid bench stash in your drafts, hoping he finds his way to FLEX value for your teams.","Besides the utter joy of his nickname, the Jaguars must like this guy as they signed him to a two-year deal with $6.2M guaranteed. It may not seem like a ton, but considering he got more guaranteed money than Rico Dowdle, the money says he could have a role in Liam Coen's offense. Beyond 2026, he is a mystery.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Zach Charbonnet","RB","SEA","8","44","104.4","7.0","5.2","11.03","9","Before suffering a torn ACL in the divisional round against the 49ers, Charbonnet was arguably the better fantasy asset than Kenneth Walker III on the season. His 12 rushing TDs tied James Cook for fifth most among RBs, and he ranked seventh in yards after contact per attempt. It was clear the team trusted him as they entered the red zone with 17% of his carries occurring inside the 10-yard line, the second highest rate of any qualifying RB in the NFL. Expect him to begin the regular season on PUP with the possibility that his recovery extends well into October. He is buried in our rankings and someone we are happy to see get drafted by another leaguemate as they wait for his return.","Once he does get on the field, he will need additional time to ramp up, which means he is unlikely to be fantasy relevant until November at the earliest. The most likely outcome here is that 2026 is a lost season, which is difficult timing considering he is entering the final year of his rookie contract.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Woody Marks","RB","HOU","6","45","101.6","4.3","5.4","11.08","9","After being taken in the fourth round in 2025, Marks saw 17 opportunities per game from Week 7 on. The Texans obviously were not very impressed with the efficiency (3.5 yards per carry) and forced missed tackle rate (54th out of 55 qualifying RBs), leading them to trade for veteran David Montgomery. He returns to being a backup and insurance back option only.","His parents know him as Jo'Quavious Dequane Marks, but “Woody” will play for the NFL. He has a three-down skill set, but honestly, there is not much special to his game that would cause you to be bullish for dynasty purposes.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Isiah Pacheco","RB","DET","10","46","100.3","5.0","4.6","15.07","9","After a solid 2023 campaign, it has been all downhill since for Pacheco after suffering a brutal fibula injury in 2024 and essentially being irrelevant for fantasy in 2025. The veteran signed a one-year deal to replace David Montgomery and his 34 red zone carries. Pacheco’s efficiency numbers are downright disgusting, but opportunity is everything in fantasy. He has been left for dead in ADP, but the setup seems ideal: the clear RB2 on a good offense that can handle a three-down workload if needed. The Lions are favored in a ton of games, so it would not be surprising if Pacheco returned low-end FLEX value this year.","Beyond 2026, we have no idea what Pacheco is for fantasy. However, he described his initial pitch from HC Dan Campbell with lots of screaming on the phone, making the pairing of these two “high-T” guys interesting for the short-term.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jonah Coleman","RB","DEN","","47","87.4","5.3","5.8","12.09","10","With an early breakout age (20) and 25 rushing TDs over his final two seasons, he was the engine of the Huskies offense post-Michael Penix Jr. years. Coleman’s draft stock slipped after a lack of testing, but the landing spot in Denver should put him on your radar. Sean Payton loves utilizing an RB committee more than his own family, as Coleman begins the season third or fourth on the RB depth chart. Keep your head on a swivel, knowing Coleman could have a moment as a priority waiver pickup.","Coleman is built low to the ground, and his receiving profile (87 career receptions) showcases the type of three-down skillset we are willing to chase for fantasy. He is a fringe first-round rookie pick, albeit in an extremely weak RB class.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Dylan Sampson","RB","CLE","9","48","87.1","3.7","4.9","13.08","10","The second RB taken by the Browns in last year’s draft had a weird rookie campaign. Sampson surprisingly had eight receptions in Week 1 and totaled 40 targets as a change-of-pace back. Yet, he averaged just 2.7 yards per carry and failed to score on the ground. The Browns’ offense will receive a makeover in 2026 with new play-caller Todd Monken and an influx of new receivers. Once lead back Quinshon Judkins returns from his ankle injury, Sampson likely will fade to being a bench stash only in deep PPR leagues.","Sampson likely does not have standalone value but is an intriguing bench stash at only 21 years old. The former SEC Offensive Player of the Year has the pass-catching skills to hang around and make noise if Judkins were to get injured again.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Alvin Kamara","RB","NO","11","49","85.1","6.5","4.2","12.11","10","From his rookie year in 2017 until 2024, only Derrick Henry scored more fantasy points than Alvin Kamara. He was truly a generational fantasy back and arguably the most dependable pass-catcher at the RB position. He hit a fantasy wall in 2025, averaging the fewest yards per carry (3.6) of his career while scoring one total TD and bowing out to an injury in Week 12. With the signing of Travis Etienne Jr., it remains to be seen what type of role he will have in this offense in 2026. You might see the name in your player pool, but remind yourself that the good ole days are gone.","Kamara's time in New Orleans looked like it was coming to a close, but they curiously extended him in 2024 and now are paying for it. He has one year remaining on his deal with a $10 million cap hit and several void years of kicking his contract down the road further. For dynasty purposes, if you can get anything for him, congratulations. If not, remember the good times.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Brian Robinson Jr.","RB","ATL","14","50","84.6","3.7","3.7","9.05","10","As CMC’s backup last year in San Francisco, “BRob” totaled just 104 opportunities, including a meager eight receptions. His biggest contribution to fantasy this year could likely be when some dumb-dumb in your league accidentally drafts him in Round 1 as “B. Robinson- RB, ATL”. Tyler Allgeier vacates 160 opportunities, so expect the big-bodied back to mix in occasionally in short-yardage situations for Atlanta. Still, he should not have much standalone value behind Bijan.","At 27 years old, BRob’s best fantasy football days are likely behind him. His one-year deal worth $2.5 million makes him purely an insurance back, and we know Bijan has been invincible thus far in his career.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tyler Allgeier","RB","ARI","5","51","83.1","4.0","3.5","10.03","10","Poor Tyler. After signing a two-year contract with the Cardinals, the team promptly gave him a proverbial stiff-arm, selecting rookie Jeremiyah Love third overall in the NFL Draft. The 26-year-old bruiser will still make noise inside the red zone after his seven rushing TDs inside the 20-yard line actually outpaced Bijan Robinson last year in Atlanta. However, for redraft purposes, he is nothing more than a bench stash and insurance back for Love managers.","Allgeier is a solid bench RB in dynasty with a nose for the end-zone, albeit on a team that projects to have the worst record in the NFL. Holding him over the Jeremiyah Love manager might be your best course of action if you are trying to extract any semblance of value.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kimani Vidal","RB","LAC","12","52","80.5","4.2","3.9","14.10","10","Vidal Sassoon! To this man’s credit, he went from being inactive in the first few games behind Omarion Hampton and Najee Harris to becoming one of the more valuable adds off the waiver wire in 2025. After Harris went down for the season and Hampton suffered a serious ankle injury, Vidal stepped in as the lead back and finished as a top-24 fantasy RB in five of eight games where he played 60+ percent of the snaps. It is nice to know that if the opportunity arises, he is fully capable of handling 15+ touches as a plug-and-play option. Of course, we are not projecting much workload with Omarion Hampton atop the depth chart and Keaton Mitchell joining the squad in free agency, so he is not worth a draft pick, but if Hampton happens to go down, he will be a priority add off the waiver wire.","Vidal is back in LA on a one-year deal as a restricted free agent, so it remains to be seen where he will play in 2027. Regardless, he is a fine player to put at the end of your bench, but you are obviously not counting on him for any production or long-term value.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jordan James","RB","SF","14","53","78.8","4.8","4.2","","10","Wait, we are mentioning a former fifth-round RB who was on the field for three total offensive snaps in 2025? The San Francisco backfield annually gives us relevant fantasy backup RBs who seemingly come out of nowhere: Raheem Mostert, Jeff Wilson Jr., Eli Mitchell, and Jordan Mason ring a bell? The 49ers beat reporters seem to suggest James could enter the mix for the backup role behind Christian McCaffrey this year, despite having as many career regular-season carries as your grandmother. Know the name and be willing to draft him as CMC insurance if you want to be cautious.","The former Oregon back did see some mop-up action in the 49ers’ NFC divisional blowout loss to Seattle. His final year production in college of nearly 1,500 total yards and 0.45 yards per team attempt was solid. Hopefully, you picked him up off your waiver wire earlier this offseason in hopes you have the San Fran RB2.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"MarShawn Lloyd","RB","GB","5","54","77.5","9.0","5.9","","10","Death, taxes, and MarShawn Lloyd soft tissue issues. Seriously, can this guy make it from practice to the NFL field? The 88th overall pick in 2024 had seven total touches through two years as his body continues to betray him. The fact that the Packers didn't take a single RB in the NFL Draft for the second straight year suggests he was probably the favorite for the RB2 role behind Josh Jacobs. His lack of dependability will make it tough for Matt LaFleur to trust him, especially early in the regular season. Fantasy drafters looking to add GB RB2 as a potential stash should monitor camp reports. No news is good news, but with Lloyd, anything positive will be a small victory.","Lloyd barely played as a rookie and never saw the field in 2025, so we have no idea what his future holds. If someone in your league is down on Lloyd after he essentially had a year erased, consider him as a “throw-in” for a bigger deal. Just know, however, that the clock is ticking for Lloyd given these soft tissue injuries. He feels a lot like Kendre Miller, sadly.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tank Bigsby","RB","PHI","9","55","75.7","4.6","5.6","15.03","10","There are those out there clamoring for more Tank touches as the Eagles’ backup RB averaged 5.7 yards per carry playing behind the same offensive line Saquon Barkley did in 2025. Bigsby was acquired after Week 1 and did not sniff double-digit touches in a game until Week 15. With just 11 career receptions, he remains in a niche role as an early down thumper behind one of the league’s most talented backs. You can certainly add him to your roster with one of your final picks as an insurance policy.","Bigsby enters the final year of his rookie contract without much room to make noise in fantasy apart from a Saquon injury. How dare you even suggest such things!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Keaton Mitchell","RB","LAC","7","56","70.4","5.1","5.3","15.05","10","Keaton Mitchell had some moments in Baltimore as an explosive home run hitter, but he never developed into an every-down player thanks to some injuries and a random guy named Derrick Henry. Now in LA, Mitchell should be battling with Kimani Vidal for the RB2 role behind Omarion Hampton. The Chargers just invested a first-round pick in Hampton a year ago, so we are projecting him as the bell cow. That doesn’t leave much fantasy value for a guy like Mitchell in standard redraft leagues, but he could end up being one of fantasy’s premier insurance policies if he beats out Vidal for the backup role.","The Chargers signed Mitchell to a two-year deal in free agency, so he is blocked by Omarion Hampton in terms of the depth chart through 2027. He needs to be rostered everywhere just in case Hampton misses time, but he is not going to bring much value to your squad outside of a Hampton injury.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Justice Hill","RB","BAL","7","57","69.1","3.7","4.0","","10","Hill averaged 5.2 yards per carry in limited work before suffering a neck injury in Week 12 and not returning to the field in 2025. He continues to be a “better in real life football” back as a valuable third-down pass protector. This is a new regime in Baltimore, so Hill’s playing time in 2026 could certainly dip. He does not sniff FLEX-worthy territory even in full PPR leagues.","Hill is a fringe dynasty bench asset with incoming competition behind Derrick Henry from rookie Adam Randall. The 28-year-old is in his final year under contract.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Samaje Perine","RB","CIN","10","58","68.7","4.1","3.1","","10","Old man Samaje Perine is in his final year under contract solely to annoy Chase Brown managers. He averaged seven opportunities per game last season, thanks to running more routes and catching more balls on third down than Brown. For redraft purposes, he is off our boards.","It is a miracle the “Painbot” still lives on in the NFL. He enters his 10th year in the NFL and is a fringe bench player in dynasty.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Mike Washington Jr.","RB","LV","","59","68.4","5.1","4.2","14.07","10","If you are looking for a “big-bodied back” from this class, Big Mike might be your style. He blew the doors off the combine but landed on a Vegas team that has franchise RB Ashton Jeanty blocking his path to fantasy relevance. New HC Klint Kubiak did utilize a two-back system in Seattle, so perhaps Washington works his way into the rotation more than we realize. For now, Big Mike is not sniffing our rosters even as an insurance policy to Jeanty.","After spending his first four years at Buffalo and New Mexico State, he finished his college career at Arkansas with over 1,000 rushing yards and 28 receptions. As a Day 3 back sitting behind Ashton Jeanty, it is tough seeing Washington have relevance apart from an injury.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Emmett Johnson","RB","KC","","60","67.9","4.8","4.5","12.04","10","Johnson slowly made it into the good graces of Nebraska HC Matt ""Ha"" Rhule, morphing into one of college football's premier workhorses in 2025. His rough combine metrics hurt his stock as he fell all the way to KC in the fifth round, way behind his projected draft position among consensus boards. He is the classic production-versus-combine metrics discussion at the RB position and now finds himself firmly behind Kenneth Walker III.","Johnson ranked fourth in the nation in total rushing yards, and after catching 92 balls in college, it is his pass-catching profile that intrigues us the most at the next level. Nevertheless, his Day 3 draft capital and Ken “Bone” Walker’s fat free-agent deal put him in clear backup territory. In rookie drafts, we are fine taking a shot on Johnson at the beginning of the second round of a weak class.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jonathon Brooks","RB","CAR","14","61","64.3","7.3","6.0","15.01","10","Brooks enters his age-23 season with 12 total touches over two seasons since he was taken 46th overall. We have not seen him on the football field since Week 14 of the 2024 season after he brutally re-injured his ACL. Monitor training camp news and beat reporters to see how involved he could be in 2026. Rico Dowdle vacates 51% of the carries and 10% of the team’s targets, giving credence to Brooks being a sleeper name to stash at the end of your drafts. We always loved the talent, but for now, we still have projected behind Chuba Hubbard in Carolina.","He is one of the great mysteries of dynasty after he was the first RB taken in the 2024 NFL Draft and then vanished from relevance. His value is also a complete wildcard as he ranges from potentially overtaking Chuba to fading back into oblivion. If you have Brooks, he is a hold in hopes he resurrects from his fantasy grave.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ty Johnson","RB","BUF","7","62","63.8","3.5","3.8","","10","Johnson will always mean more to the Buffalo Bills than your fantasy teams. He ranked fifth among all RBs in the NFL in routes run on third down and did see an annoyingly high 23 opportunities inside the red zone. His biggest contribution to fantasy will be watching the TV and screaming that your RB target went to “Johnson” instead of “Cook”. Even in the deepest of PPR leagues, Ty is just a guy.","The Bills must love this guy, as they continually deploy in their game plans to poke fun at fantasy managers. Johnson is under contract for one more year and figures to see a quarter of the RB snaps.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Nicholas Singleton","RB","TEN","","63","63.3","5.4","5.7","17.01","10","The former #1 RB recruit in the nation finished his four-year career at Penn State as Penn State's all-time rushing TD leader with 45! Unfortunately, after suffering a foot injury during a Senior Bowl practice, Singleton's draft stock fell to the fifth round. If you believe in his size/speed combo, perhaps he can eventually overtake Tony Pollard and Tyjae Spears and turn into a team's lead back in the back half of the season.","We continually point out the fact that the stickiest stat from college to the pros is TD production, so Singleton certainly checks that box. When you add in over 100 career receptions, there is a lot to get excited about. The question is whether these stats simply make him a compiler or point to a difference-maker at the next level? The draft capital might not sound appealing (fifth round), but the context of the landing spot is what is most appealing. Pollard and Spears will be free agents in 2027, making him a worthy dice roll in dynasty.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"James Conner","RB","ARI","8","64","61.5","4.3","3.3","10.06","10","It has been a wonderful run for Conner, but it seems he finally will fade into the fantasy background. After four straight years as a top-20 RB and the engine of the Arizona offense, the 31-year-old missed the majority of 2025 with a right foot injury, and it seems he will be buried on the depth chart behind Tyler Allgeier and rookie Jeremiyah Love.","Conner is under contract for one more year. Rather than moving on from the 31-year-old and saving over $7 million against the cap, the team decided to restructure his deal to keep him on the roster for 2026.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Braelon Allen","RB","NYJ","9","65","60.5","5.0","5.1","14.02","10","Honest question: Do you have any memory of Allen contributing in the 2025 season? If you do, you are either a “Rain Man” or a diabolical liar, as he touched the ball 20 total times before bowing out for the rest of the season to an MCL sprain. He is a man-child and an impressive physical specimen, but likely nothing more than a dart throw in your drafts.","At just 22 years old, Allen remains one of the youngest RBs in the league despite having “two years” of NFL experience. You can start connecting the dots with a tin foil hat on and see a path for Allen to be a fantasy monster if Breece Hall went down.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Sean Tucker","RB","TB","9","66","56.7","4.8","3.2","15.10","10","Tucker had a few shining moments in 2025, including a monster RB1 overall performance in Buffalo in Week 11. He can flash at times and also led the team in carries (14) and rushing TDs (6) inside the 10-yard line. However, the Buccaneers backfield needs to move from a three-headed monster (Bucky, Kenny G & the Tuckmeister) to two in order for him to be started with any confidence. Expect Tucker to be floating on waiver wires after your drafts.","Tucker signed a one-year deal worth $3.52 million to return as the team’s preferred goal-line back. There is a place for that on a dynasty bench, as he is better suited for standard or half-point formats.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"DJ Giddens","RB","IND","11","67","55.8","5.1","3.8","","10","The former fifth-round pick is the presumed backup to Jonathan Taylor in Indy. However, we confess that his rookie season does not give us a ton of information to work from, as he touched the ball 26 total times and was active in three total games from Week 8 on. He is an explosive athlete with the opportunity to lock up the RB2 spot. For now, know the name, but the JTT manager should not feel obligated to draft him even as insurance.","The size (6’0”, 212 lbs.) and speed combo (4.43 40-time) made Giddens an intriguing dynasty name a year ago. If Taylor were to go down, he could vault into being an every-down guy, but that remains mere speculation. In the words of Cosmo Kramer, “Giddy Up,” DJ!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kaelon Black","RB","SF","","68","55.6","5.7","4.9","","10","Despite a lackluster production profile, Black was a hot commodity in pre-draft visits, meeting with 10 teams before the 49ers surprisingly selected him 90th overall. Kyle Shanahan offenses always surprise us with the names that leap from obscurity, but this one was a head scratcher. CMC is coming off a season where he touched the ball 413 times, so perhaps we see Black worked into the mix. Pay attention to camp reports to see where he lands on the depth chart, competing with Jordan James and Isaac Guerendo for backup duties.","The Indiana RB was the lesser-known of their National Championship-winning backfield duo, and yet Roman Hemby went undrafted. We have a history of failed 49ers RB draft picks, but Black should be evaluated based on his profile, not their lack of success. He belongs in the mid-second round of drafts, but RB-thirsty managers might push him higher.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ray Davis","RB","BUF","7","69","51.5","3.8","4.7","17.01","10","After a steady rookie season backing up James Cook, Davis saw his usage curiously cut in half last year, averaging just 15% of the snaps and just four touches per game despite dressing for all 17 regular-season games. He is nothing more than an insurance policy for Cook managers as he fights for playing time alongside third-down back Ty Johnson.","Entering Year 3, Davis has a tough path to carving out any fantasy relevance. His early down skillset is directly blocked by Cook and Buffalo’s true goal-line back, Josh Allen. If Cook were to miss time, we would assume Davis would be the heir apparent to being the lead back in this Buffalo rushing attack.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Brashard Smith","RB","KC","10","70","51.1","4.8","3.0","18.05","10","The seventh-round pick from 2025 was a trendy sleeper pick last year, as fantasy managers cited “well, Isaiah Pacheco was a seventh-round pick too!” Smith was sparingly used all season, touching the ball 79 total times despite the uninspiring play of veterans Kareem Hunt and Pacheco. With Kenneth Walker III now aboard, he is back to being a rotational back with little path forward in fantasy.","Welp, there goes his window in dynasty. The former WR turned RB tantalized with his production profile and speed (4.39 40-time), but is barely holding value as a bench player. Do not feel the need to roster him apart from the deepest of PPR leagues.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jaylen Wright","RB","MIA","12","71","50.4","5.0","4.8","17.08","10","After two seasons backing up De’Von Achane in Miami, it is clear Wright is not cut from the same cloth. He was drafted for his speed (4.38 40-time), but is averaging only 3.9 yards per carry and caught eight total passes. He is a backup RB on a team currently favored in just one of their 17 games. Translation: he is not on our redraft radar.","With Mike McDaniel out the door, any semblance of hope you had for the Dolphins carrying a 1-2 punch at RB is gonezo. The curse of players coming from the University of Tennessee's college offensive system continues to plague teams that drafted them. He is rosterable but will not be usable apart from an Achane injury.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
